Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
432,"City of Glass (The New York Trilogy, #1)",Paul Auster,"Auster, Paul",,"=""0140097317""","=""9780140097313""",4,3.76,Penguin Books,Paperback,203,1987,1985,2022/11/14,2022/11/10,,,read,,,,1,0
10628,Night Shift,Stephen        King,"King, Stephen",,"=""""","=""""",0,4.04,Hodder & Stoughton,Paperback,409,1979,1978,,2022/11/11,to-read,to-read (#6),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.80,Back Bay Books,Paperback,277,2001,1951,2022/11/10,2022/11/02,,,read,,,,1,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",5,4.06,Harper Perennial Modern Classics,Paperback,294,2006,1963,2022/11/04,2022/11/02,,,read,,,,1,0
11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath,"Plath, Sylvia",Karen V. Kukil,"=""0385720254""","=""9780385720250""",0,4.26,Vintage,Paperback,732,2000,2000,,2022/10/31,currently-reading,currently-reading (#4),currently-reading,,,,1,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",4,3.89,Signet Classics,Paperback,118,2002,1895,,2022/11/02,,,read,,,,1,0
43906562,After / After We Collided / After We Fell / After Ever Happy / Before,Anna Todd,"Todd, Anna",,"=""912436892X""","=""9789124368920""",4,4.43,Simon & Schuster UK,Paperback,3006,2019,,,2022/10/29,,,read,,,,1,0
67890,The Archetypes and the Collective Unconscious (Collected Works 9i),C.G. Jung,"Jung, C.G.","Michael Fordham, Herbert Read, R.F.C. Hull","=""0691097615""","=""9780691097619""",0,4.30,Princeton University Press (NJ),Hardcover,550,1969,1959,,2022/10/29,to-read,to-read (#5),to-read,,,,0,0
248704,It's Kind of a Funny Story,Ned Vizzini,"Vizzini, Ned",,"=""078685197X""","=""9780786851973""",0,4.08,Disney Hyperion,Paperback,444,2007,2006,,2022/10/29,to-read,to-read (#4),to-read,,,,0,0
14367071,"The Complete Hush, Hush Saga: Hush, Hush / Crescendo / Silence / Finale (Hush, Hush #1-4)",Becca Fitzpatrick,"Fitzpatrick, Becca",,"=""144247372X""","=""9781442473720""",4,4.41,Simon & Schuster Books for Young Readers,Hardcover,1744,2012,2012,,2022/10/29,,,read,,,,1,0
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""1442408928""","=""9781442408920""",0,4.30,Simon & Schuster Books for Young Readers,Hardcover,390,2012,2012,,2022/10/29,to-read,to-read (#3),to-read,,,,0,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",,"=""0451528824""","=""9780451528827""",4,4.32,Signet,Mass Market Paperback,320,2003,1908,,2022/10/25,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",2,3.66,"Little, Brown and Company",Paperback,498,2006,2005,,2022/10/25,,,read,,,,1,0
59808248,"The Atlas Paradox (The Atlas, #2)",Olivie Blake,"Blake, Olivie",,"=""1250855098""","=""9781250855091""",0,3.54,Tor Books,Hardcover,416,2022,2022,,2022/10/25,to-read,to-read (#2),to-read,,,,0,0
116020,Walden & Civil Disobedience,Henry David Thoreau,"Thoreau, Henry David",W.S. Merwin,"=""0451529456""","=""9780451529459""",3,3.94,Signet Classics,Mass Market Paperback,320,2004,1849,,2022/10/25,,,read,,,,1,0
40046054,Poems from the Moor (Alma Classics),Emily Brontë,"Brontë, Emily",,"=""1847497241""","=""9781847497246""",3,4.00,Alma Classics,Paperback,256,2018,,,2022/10/25,,,read,,,,1,0
224387,A Vindication of the Rights of Woman,Mary Wollstonecraft,"Wollstonecraft, Mary","Miriam Brody, Bebi Fernández","=""0141441259""","=""9780141441252""",4,3.91,Penguin Classics,Paperback,269,2004,1792,,2022/10/25,,,read,,,,1,0
40016,Young Goodman Brown and Other Short Stories,Nathaniel Hawthorne,"Hawthorne, Nathaniel",,"=""0486270602""","=""9780486270609""",4,3.85,Dover Publications,Paperback,111,1992,1844,,2022/10/25,,,read,,,,1,0
27494,Leaves of Grass,Walt Whitman,"Whitman, Walt",,"=""""","=""""",4,4.12,Simon  Schuster,Paperback,624,2006,1855,,2022/10/25,,,read,,,,1,0
67522,The Collected Poems of Emily Dickinson,Emily Dickinson,"Dickinson, Emily",Rachel Wetzsteon,"=""1593080506""","=""9781593080501""",4,4.23,Sterling Publishing,Paperback,400,2003,1924,,2022/10/25,,,read,,,,1,0
6194,Waiting for the Barbarians,J.M. Coetzee,"Coetzee, J.M.",,"=""0140283358""","=""9780140283358""",3,3.93,Penguin Books,Paperback,152,1999,1980,,2022/10/25,,,read,,,,1,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",4,3.62,Penguin Books,Paperback,289,2019,2018,,2022/10/25,,,read,,,,1,0
33643994,"Daughter of the Pirate King (Daughter of the Pirate King, #1)",Tricia Levenseller,"Levenseller, Tricia",,"=""1250095964""","=""9781250095961""",4,3.95,Feiwel  and Friends,Hardcover,308,2017,2017,,2022/10/25,,,read,,,,1,0
42201100,Three Women,Lisa Taddeo,"Taddeo, Lisa",,"=""1451642296""","=""9781451642292""",3,3.72,Avid Reader Press ,Hardcover,306,2019,2019,,2022/10/25,,,read,,,,1,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""""","=""""",4,4.00,Berkley,Paperback,361,2020,2020,,2022/10/25,,,read,,,,1,0
46041465,Everything I Know About Love,Dolly Alderton,"Alderton, Dolly",,"=""0062968785""","=""9780062968784""",4,3.98,Harper,Hardcover,368,2020,2018,,2022/10/25,,,read,,,,1,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""1984806750""","=""9781984806758""",4,3.86,Berkley,Paperback,364,2021,2021,,2022/10/25,,,read,,,,1,0
531989,Drown,Junot Díaz,"Díaz, Junot",,"=""1573226068""","=""9781573226066""",4,4.02,Riverhead Trade,Paperback,208,1997,1995,,2022/10/25,,,read,,,,1,0
93981,The Interpretation of Dreams,Sigmund Freud,"Freud, Sigmund",,"=""1566195764""","=""9781566195768""",3,3.84,Barnes & Noble,Hardcover,630,1994,1899,,2022/10/25,,,read,,,,1,0
1812744,"El nombre del mundo es Bosque (Ciclo Hainish, #5)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""8445070584""","=""9788445070581""",0,4.05,Minotauro,Paperback,164,1986,1972,,2022/10/25,currently-reading,currently-reading (#2),currently-reading,,,,1,0
35436439,Las tres muertes de Fermín Salvochea,Jesús Cañadas,"Cañadas, Jesús",,"=""8416700850""","=""9788416700851""",0,4.03,Roca Editorial,Hardcover,416,2017,,,2022/10/25,currently-reading,currently-reading (#1),currently-reading,,,,1,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""""","=""""",5,4.12,Plume,Paperback,216,2005,1970,,2022/10/25,,,read,,,,1,0
49011,The Bloody Chamber and Other Stories,Angela Carter,"Carter, Angela",,"=""014017821X""","=""9780140178210""",4,3.92,Penguin Books,Paperback,126,1990,1979,,2022/10/25,,,read,,,,1,0
92625,The Ones Who Walk Away from Omelas,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0886825016""","=""9780886825010""",5,4.37,"Creative Education, Inc.",Library Binding,32,1997,1973,,2022/10/25,,,read,,,,1,0
43317482,In the Dream House,Carmen Maria Machado,"Machado, Carmen Maria",,"=""1644450038""","=""9781644450031""",5,4.42,Graywolf Press,Hardcover,251,2019,2019,,2022/10/25,,,read,,,,1,0
815309,On Chesil Beach,Ian McEwan,"McEwan, Ian",,"=""0224081187""","=""9780224081184""",3,3.61,Jonathan Cape,Hardcover,166,2007,2007,,2022/10/25,,,read,,,,1,0
44597,Wide Sargasso Sea,Jean Rhys,"Rhys, Jean",,"=""0140274219""","=""9780140274219""",4,3.59,Penguin Books,Paperback,160,1998,1966,,2022/10/25,,,read,,,,1,0
6339664,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,"Fitzpatrick, Becca",,"=""1416989412""","=""9781416989417""",3,3.92,Simon & Schuster,Hardcover,391,2009,2009,,2022/10/25,,,read,,,,1,0
19202652,"El príncipe de la niebla (Niebla, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""840809548X""","=""9788408095484""",3,3.79,Editorial Planeta,Kindle Edition,244,2010,1993,,2022/10/25,,,read,,,,0,0
31602,Romancero gitano,Federico García Lorca,"Lorca, Federico García",,"=""9871165293""","=""9789871165292""",3,4.22,AGEBE,Paperback,82,2014,1928,,2022/10/25,,,read,,,,0,0
60653,"Cows, Pigs, Wars, and Witches: The Riddles of Culture",Marvin Harris,"Harris, Marvin",,"=""0679724680""","=""9780679724681""",0,3.92,Vintage,Paperback,288,1989,1974,,2022/10/25,to-read,to-read (#1),to-read,,,,0,0
965154,Platero y yo,Juan Ramón Jiménez,"Jiménez, Juan Ramón","Antonio Frasconi, Myra Cohn Livingston, Joseph F. Dominguez","=""0395623650""","=""9780395623657""",3,3.83,Clarion Books,Hardcover,192,1994,1914,,2022/10/25,,,read,,,,1,0
61773,La colmena,Camilo José Cela,"Cela, Camilo José",,"=""8420634395""","=""9788420634395""",3,3.74,Alianza Editorial,Paperback,336,1992,1951,,2022/10/25,,,read,,,,1,0
4031724,García Márquez: Crónica de una muerte anunciada,Stephen M. Hart,"Hart, Stephen M.",,"=""0729304450""","=""9780729304450""",4,4.10,Foyles,Paperback,68,2005,1981,,2022/10/25,,,read,,,,1,0
6679324,El Cementerio de los Ingleses,José María Mendiola,"Mendiola, José María",,"=""8423676617""","=""9788423676613""",3,3.30,Edebé,Paperback,104,2002,1993,,2022/10/25,,,read,,,,1,0
119537,Los girasoles ciegos,Alberto Méndez,"Méndez, Alberto",,"=""8433968556""","=""9788433968555""",5,4.02,Editorial Anagrama,Paperback,160,2008,2004,,2022/10/25,,,read,,,,1,0
7044549,Historia de una escalera,Antonio Buero Vallejo,"Vallejo, Antonio Buero",,"=""8467021454""","=""9788467021455""",5,3.70,Editora Espasa Calpe,Paperback,160,2006,1949,,2022/10/25,,,read,,,,1,0
22995,La casa de Bernarda Alba,Federico García Lorca,"Lorca, Federico García","Paola Bianco, Antonio Sobejano-Moran","=""1585101435""","=""9781585101436""",5,3.86,Focus,Paperback,96,1945,1930,,2022/10/25,,,read,,,,1,0
12985,The Tempest,William Shakespeare,"Shakespeare, William","Paul Werstine, David Lindley, Israel Gollancz, Barbara A. Mowat, Arthur Wilson Verity, Georg Brandes, G.B. Harrison, William James Rolfe","=""""","=""""",3,3.78,Washington Square Press,Mass Market Paperback,218,2004,1611,,2022/10/25,,,read,,,,1,0
873472,Rimas y leyendas,Gustavo Adolfo Bécquer,"Bécquer, Gustavo Adolfo",,"=""8421824732""","=""9788421824733""",4,4.08,Editorial Casals,Paperback,254,2001,1868,,2022/10/25,,,read,,,,1,0
23919,The Complete Stories and Poems,Edgar Allan Poe,"Poe, Edgar Allan",,"=""0385074077""","=""9780385074070""",3,4.40,"Doubleday & Company, Inc.",Hardcover,821,1984,1849,,2022/10/25,,,read,,,,1,0
7190,The Three Musketeers,Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael Page, Brett Helquist, Michael Hugh Johnson, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Giorgio Manganelli, William Robson, Isabel Ely Lord, Александр Дюма","=""""","=""""",3,4.09,Modern Library,Paperback,625,2001,1844,,2022/10/25,,,read,,,,1,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",5,3.90,Penguin Books,Paperback,1023,2003,1605,,2022/10/25,,,read,,,,1,0
130346,Bronte: Wuthering Heights (Macmillan Master Guides),Hilda D. Spear,"Spear, Hilda D.",,"=""0333372867""","=""9780333372869""",3,4.15,MacMillan,Paperback,96,1985,1985,,2022/10/25,,,read,,,,1,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",5,3.79,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,2022/10/25,,,read,,,,1,0
117251,"Hamlet: Screenplay, Introduction And Film Diary",Kenneth Branagh,"Branagh, Kenneth",William Shakespeare,"=""0393315053""","=""9780393315059""",3,4.14,W. W. Norton & Company,Paperback,208,1996,1996,,2022/10/25,,,read,,,,1,0
7733,Gulliver’s Travels,Jonathan Swift,"Swift, Jonathan","Louis Rhead, William Dean Howells, Robert DeMaria Jr., Joshua Shelton","=""0141439491""","=""9780141439495""",4,3.58,Penguin,Paperback,306,2017,1726,,2022/10/25,,,read,,,,1,0
6149,"Beloved (Beloved Trilogy, #1)",Toni Morrison,"Morrison, Toni",,"=""""","=""9781400033416""",4,3.96,Vintage,Paperback,325,2004,1987,,2022/10/25,,,read,,,,1,0
12996,Othello,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine","=""""","=""""",3,3.89,Simon & Schuster,Mass Market Paperback,319,2003,1603,,2022/10/25,,,read,,,,1,0
286957,The Yellow Wall-Paper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",Elaine Hedges,"=""1558611584""","=""9781558611580""",5,4.08,The Feminist Press at CUNY,Paperback,64,1996,1892,,2022/10/25,,,read,,,,1,0
2696,The Canterbury Tales,Geoffrey Chaucer,"Chaucer, Geoffrey",Nevill Coghill,"=""0140424385""","=""9780140424386""",4,3.52,Penguin Books,Paperback,504,2003,1400,,2022/10/25,,,read,,,,1,0
52357,Beowulf,Unknown,"Unknown, Unknown",Seamus Heaney,"=""0393320979""","=""9780393320978""",2,3.49,W.W. Norton & Company,Paperback,259,2001,1000,,2022/10/25,,,read,,,,1,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg","=""0521618746""","=""9780521618748""",3,4.02,Cambridge University Press,Paperback,289,2005,1601,,2022/10/25,,,read,,,,1,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",5,3.44,Penguin Books,Paperback,279,2002,1850,,2022/10/25,,,read,,,,1,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Ros Ballaster, Джейн Остин, Mobile Classics, Силвия Желева","=""""","=""""",3,4.09,Penguin Books,Paperback,409,2003,1811,,2022/10/25,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",3,4.41,Atria Books,Hardcover,389,2017,2017,,2022/10/25,,,read,,,,1,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""0143131842""","=""9780143131847""",3,3.88,Penguin Classics,Paperback,260,2018,1818,,2022/10/25,,,read,,,,1,0
